15,9,897.00,366.00,30.00,62.00,1,-1,-1,-1
15,17,1104.00,311.00,24.00,50.00,1,-1,-1,-1
15,11,776.00,371.00,22.00,64.00,1,-1,-1,-1
15,19,780.00,422.00,27.00,70.00,1,-1,-1,-1
15,18,1200.00,715.00,68.00,90.00,1,-1,-1,-1
15,22,957.00,229.00,19.00,48.00,1,-1,-1,-1
15,21,316.00,220.00,20.00,53.00,1,-1,-1,-1
15,28,1239.00,898.00,16.00,16.00,1,-1,-1,-1
15,24,1911.00,380.00,9.00,65.00,1,-1,-1,-1
15,26,1886.00,235.00,21.00,52.00,1,-1,-1,-1
16,1,1013.00,461.00,30.00,71.00,1,-1,-1,-1
16,14,233.00,517.00,32.00,81.00,1,-1,-1,-1
16,10,1250.00,433.00,36.00,72.00,1,-1,-1,-1
16,16,1292.00,835.00,63.00,92.00,1,-1,-1,-1
16,2,543.00,697.00,38.00,94.00,1,-1,-1,-1
16,3,1294.00,396.00,33.00,72.00,1,-1,-1,-1
16,13,340.00,497.00,47.00,75.00,1,-1,-1,-1
16,8,1611.00,633.00,38.00,91.00,1,-1,-1,-1
16,6,373.00,308.00,27.00,61.00,1,-1,-1,-1
16,7,944.00,649.00,50.00,88.00,1,-1,-1,-1
16,5,1346.00,448.00,40.00,73.00,1,-1,-1,-1
16,15,1200.00,358.00,20.00,57.00,1,-1,-1,-1
16,12,351.00,740.00,44.00,102.00,1,-1,-1,-1
16,4,649.00,599.00,29.00,83.00,1,-1,-1,-1
16,20,1854.00,808.00,43.00,112.00,1,-1,-1,-1
16,9,897.00,366.00,30.00,62.00,1,-1,-1,-1
16,17,1104.00,311.00,24.00,50.00,1,-1,-1,-1
16,11,776.00,371.00,22.00,64.00,1,-1,-1,-1
16,19,780.00,422.00,27.00,70.00,1,-1,-1,-1
16,18,1200.00,715.00,68.00,91.00,1,-1,-1,-1
16,22,957.00,229.00,19.00,48.00,1,-1,-1,-1
16,21,316.00,220.00,20.00,53.00,1,-1,-1,-1
16,28,1239.00,898.00,16.00,16.00,1,-1,-1,-1
16,26,1888.00,235.00,19.00,52.00,1,-1,-1,-1
16,24,1911.00,380.00,9.00,65.00,1,-1,-1,-1
16,30,1886.00,235.00,21.00,52.00,1,-1,-1,-1
17,13,342.00,499.00,48.00,74.00,1,-1,-1,-1
17,3,1297.00,396.00,31.00,72.00,1,-1,-1,-1
17,1,1014.00,462.00,32.00,71.00,1,-1,-1,-1
17,14,234.00,517.00,32.00,80.00,1,-1,-1,-1
17,10,1250.00,433.00,38.00,72.00,1,-1,-1,-1
17,7,954.00,652.00,51.00,85.00,1,-1,-1,-1
17,6,373.00,309.00,27.00,60.00,1,-1,-1,-1
17,4,651.00,601.00,34.00,84.00,1,-1,-1,-1
17,18,1205.00,716.00,67.00,97.00,1,-1,-1,-1
17,9,900.00,366.00,29.00,62.00,1,-1,-1,-1
17,2,542.00,699.00,40.00,97.00,1,-1,-1,-1
17,12,349.00,741.00,44.00,101.00,1,-1,-1,-1
17,8,1613.00,634.00,41.00,98.00,1,-1,-1,-1
17,16,1279.00,833.00,75.00,92.00,1,-1,-1,-1
17,5,1353.00,449.00,37.00,73.00,1,-1,-1,-1
17,20,1854.00,808.00,44.00,112.00,1,-1,-1,-1
17,11,776.00,371.00,22.00,64.00,1,-1,-1,-1
17,17,1105.00,313.00,24.00,48.00,1,-1,-1,-1
17,15,1202.00,357.00,20.00,57.00,1,-1,-1,-1
17,19,780.00,422.00,28.00,71.00,1,-1,-1,-1
17,21,317.00,219.00,20.00,54.00,1,-1,-1,-1
17,22,958.00,227.00,19.00,49.00,1,-1,-1,-1
17,28,1243.00,900.00,15.00,19.00,1,-1,-1,-1
17,30,1887.00,235.00,19.00,52.00,1,-1,-1,-1
17,24,1912.00,380.00,8.00,65.00,1,-1,-1,-1
17,26,1886.00,235.00,20.00,53.00,1,-1,-1,-1
18,3,1299.00,397.00,29.00,72.00,1,-1,-1,-1
18,7,962.00,651.00,47.00,86.00,1,-1,-1,-1
18,14,235.00,517.00,32.00,80.00,1,-1,-1,-1
18,6,373.00,310.00,28.00,59.00,1,-1,-1,-1
